business_id,attributes_BikeParking,attributes_BusinessAcceptsCreditCards,attributes_GoodForKids,attributes_HasTV,attributes_NoiseLevel,attributes_OutdoorSeating,attributes_RestaurantsDelivery,attributes_RestaurantsGoodForGroups,attributes_RestaurantsPriceRange2,attributes_RestaurantsReservations,attributes_RestaurantsTableService,attributes_RestaurantsTakeOut,attributes_WheelchairAccessible,bus_review_count,bus_avg_stars
5Lcit9Zt6TF9bmKoFMhF0g,1,1,1,0,2,1,0,1,2.0,0,1,1,1,112,3.5
ofw8aDSEg1HoQdmCgvLtaQ,1,1,1,1,2,1,0,1,2.0,1,1,1,1,107,3.5
ATMiPNPxN-g1ra7nar5prA,1,1,1,1,2,0,0,1,2.0,1,1,1,1,130,3.5
I9nziYEw4YIFjr3ZDBpFog,1,1,0,0,2,0,0,0,1.0,0,0,1,1,195,4.5
UYvIfWlBx-q6Pe4WzugVgQ,1,1,0,0,2,0,0,0,2.0,0,0,0,1,132,4.0
jG0m1-899xwYY3IXpTRRCQ,1,0,1,0,2,0,0,0,1.0,0,0,1,1,111,4.5
x_yrwPrJACZSiyLrOdODYA,1,1,0,1,2,1,0,1,2.0,0,1,1,0,123,3.5
WTGmtvIE1v9uEBZxiyXImQ,0,1,0,0,2,0,0,0,2.0,0,0,0,0,176,2.5
WCq2kAjBHe42PG2OLjSNaQ,1,1,0,0,2,1,0,1,2.0,1,1,1,1,308,3.5
IWNbZymAICpqSgBvl2EVzg,0,1,1,1,2,0,0,1,2.0,1,1,1,1,268,4.5
9mI2BHTu0at_JA3RA_AEeg,1,1,1,1,3,0,0,1,1.0,0,0,1,0,110,4.5
mt9mrG8wALTzD3YYGim3mQ,1,1,0,0,2,0,0,1,3.0,1,1,0,0,638,4.5
73_UT7fZ7mzXcguX8-oSuQ,1,1,0,1,2,1,1,1,1.0,1,1,1,1,164,2.0
-Ylpy3VyRWwubf9dysuwjQ,1,1,0,1,1,1,0,1,2.0,1,1,1,1,200,3.0
pzUm_jLzVa9JAf4sC6tPLg,1,1,1,0,2,1,0,1,2.0,1,1,1,1,200,4.0
1SqLPgnZEVeVYDM-AuoFhg,1,1,1,0,2,1,0,1,1.0,0,0,1,1,100,4.0
2vL6xxAxRhJS7LabjjDyhw,1,1,1,0,2,0,0,1,2.0,1,1,1,1,157,3.5
QBeQhcGrnDrc435u2F4CXw,0,1,0,0,2,0,0,0,2.0,0,0,0,0,224,2.5
bm_PGQMGMjylitqkNIEzTw,1,1,1,1,2,0,0,1,2.0,0,0,1,1,175,3.5
vT5mKKEcAxhSPj452HHspw,1,1,1,1,3,0,1,1,2.0,1,1,1,1,155,3.5
i2dnic7VdQ3NyiQQWUXHbA,0,1,0,0,2,0,0,0,1.0,0,0,0,0,304,3.5
IUA-nFNUuccUbyeECcjgyQ,1,1,1,1,3,1,0,1,2.0,0,1,1,1,148,4.0
Z2NIEKTVVP2nEmOF4jNxqQ,1,1,0,0,2,1,0,1,3.0,1,1,0,1,207,3.5
LLOCKcFIKbeWmiyCGytBSg,1,1,1,0,2,0,0,0,2.0,0,0,0,0,113,4.5
kCF3AuV-2LowMdVlklLy7A,0,0,0,0,2,0,0,0,2.0,0,0,0,0,214,5.0
7mMxJjeZqnN_nOhWhyU-Vg,0,1,1,1,2,1,0,1,2.0,1,1,1,1,137,4.0
wMN68wTTlu8hADAF3FkKTw,0,1,0,0,2,0,0,0,1.0,0,0,0,0,242,3.0
LvnOhs9Udhyp5adF7Cq98g,1,1,0,0,2,0,0,1,3.0,1,1,1,1,287,4.0
WADBUPKVfOCDC7AOf8Q7Eg,1,1,0,1,2,0,0,1,2.0,1,1,1,1,503,4.5
BnMDLIYT17-fl6_pFpFlrA,1,1,1,1,2,0,1,1,2.0,1,1,1,0,103,4.0
mlCDsdVFuZvRGrJTfQ6amw,1,1,1,1,2,1,1,1,2.0,1,1,1,1,110,4.0
E62l6LwZJ7lKaExcUbrtYw,1,1,1,1,2,1,0,1,1.0,0,1,1,1,197,4.0
gki751UhPZmy5HZZQ4RLKg,1,1,1,0,2,1,0,1,1.0,0,1,1,1,144,4.0
bXbCGFk3ZjLcTdQQB-xPyQ,0,1,0,0,2,0,0,1,3.0,1,1,0,1,163,3.5
E74g5nmRJj9LQS1uyKmq8A,0,1,0,1,2,0,0,1,4.0,1,1,0,1,197,4.0
Ucv951W_QWJzEzEroc4thw,0,1,1,0,2,0,0,1,2.0,0,0,0,1,187,2.0
v2UYBFxtaB14OnoKQOuwjA,1,1,1,1,2,1,0,1,2.0,1,1,1,1,506,4.0
bMrYaaAy62ppdS09na0RgQ,1,1,1,1,2,0,0,1,2.0,1,1,1,1,730,4.0
Vbal-AZnu2w6NttIKfdjDg,1,1,1,1,2,0,0,1,2.0,1,1,1,1,161,3.5
BZSzoBFhkXBUQTx4Cgl5Aw,1,1,1,0,2,0,0,1,3.0,1,1,1,0,108,4.0
Qsg-2Coum0ccbXuJWDwZqA,1,1,0,0,2,0,0,0,1.0,0,0,1,1,115,5.0
87I8ba2FKYKeXyAhiC6cLg,0,1,0,0,2,0,0,0,2.0,0,0,0,1,218,4.0
5eV8oUGdBXylwB7HeaDFOA,1,1,0,1,1,1,0,1,2.0,1,1,1,1,547,3.5
wyFV6UN--hH_ifbvdsjSkQ,1,1,1,1,2,0,0,1,1.0,0,0,1,1,125,4.5
7YssNqJaJCMnIyabbqjDXQ,1,1,0,1,2,1,0,1,2.0,1,1,1,1,302,3.0
prh-RlduJU3z3ynA5lU3Wg,0,1,0,1,2,0,0,0,2.0,0,0,0,0,100,4.0
JrrY4v21k7_qYxIidhi-aw,1,1,0,1,2,1,0,1,2.0,1,1,1,1,158,3.0
mcWAIj1u1S-QDBhB7CiIdQ,1,1,1,0,2,1,0,0,2.0,0,0,1,1,363,4.5
ZKsVCA89iXMccf3fEhS3iw,1,1,1,1,2,1,0,1,2.0,1,1,1,1,184,3.0
FMOWO7_mj8lSZnV3WqpGiA,1,0,1,0,2,0,0,1,2.0,0,0,1,0,167,4.5
FodnfLi_ezVmL5DcrxnI3Q,0,1,0,0,2,0,0,0,2.0,0,0,0,0,187,3.0
h-bBnFFTZ2cNiuBMFu2UaQ,1,1,1,1,2,1,0,1,2.0,1,1,1,1,233,3.5
gEv1Og5uGDLw9HkbKSGUZw,1,1,1,0,2,0,0,1,2.0,0,1,1,1,361,4.0
U6P56MjLrraN0JBNvOjxaA,0,1,0,0,2,0,0,0,2.0,0,0,0,1,118,3.5
23gvCOhQcO5ahQ_Ou-OmgA,0,1,0,0,2,0,0,0,2.0,0,0,0,0,462,4.0
fskIA-YRflPnwHWL7Q8bLg,0,1,1,1,2,1,0,1,2.0,1,1,1,0,928,4.0
ZgPnRzWjQR5NtiauGBww7g,0,1,0,0,2,0,0,0,2.0,0,0,0,0,139,2.0
vYbpodi9utup_njMK5PAfw,0,0,0,0,2,0,0,0,2.0,0,0,0,0,110,1.0
MGCwVAFyZBzbrX8meNZ4cA,0,1,0,0,2,0,0,0,2.0,0,0,0,0,228,5.0
o_RlSv2vCeUxUuByv7TX7A,1,1,1,1,2,0,0,1,1.0,1,1,1,1,565,4.0
8KiTq2GxJm8mpr8kayAp-A,0,1,1,1,2,0,0,1,2.0,1,1,0,0,128,3.0
nBwOIq5KI-zmxp061dTmgw,1,1,1,1,2,1,0,1,2.0,1,1,1,1,554,3.5
lvyavq4ujrUVMG1pbBCi4Q,1,1,1,1,2,1,0,1,2.0,0,1,1,0,429,3.5
yfxDa8RFOvJPQh0rNtakHA,1,1,1,0,2,0,0,0,2.0,0,0,0,1,400,5.0
WKOUTdVJS58E178JjhwidQ,1,1,1,0,2,0,0,1,1.0,0,1,1,0,198,4.0
CIPTMuSk4e9QTZyexQOz9w,1,1,0,0,2,0,0,0,2.0,0,0,1,1,190,4.5
O7_rXHN_-cFp0TgiMaNulw,0,1,0,0,2,0,0,0,2.0,0,0,0,1,225,4.0
FNe5PPA9pyj8FjcDefCBpg,1,1,1,1,2,1,0,1,2.0,1,1,1,1,377,4.0
jyTtTFa169XYSD5KRMQsHg,1,1,0,1,2,1,1,1,2.0,1,1,1,1,140,4.0
M3VCoUK9e9_VzhSFeBnFug,1,1,1,0,2,1,0,1,1.0,0,1,1,1,195,3.0
dVhGY-mNwTWQzK01Zxuclw,1,1,1,1,2,1,0,1,1.0,0,0,1,1,170,3.5
0d6kx6Jlocw77y1J9nbqMA,1,1,1,1,2,1,0,1,2.0,0,1,1,0,148,3.5
_YzwG_p4MXtZnb3ZEDLmdg,1,1,1,1,2,0,0,1,2.0,1,1,1,1,176,4.0
WETHRoXB2IbixndSlOktJA,1,1,0,0,2,0,0,0,1.0,0,0,0,1,148,4.5
Kz4WS00PcqOJgxfZawk4dQ,1,1,1,1,2,1,0,1,2.0,1,1,1,1,115,3.0
0Hemgm6gwrO64fDEWEW4vg,1,1,1,0,2,0,1,1,2.0,1,1,1,1,658,4.5
CrwL7Y-jdzno4mmV7CN67A,1,1,0,0,2,1,0,1,3.0,1,1,0,0,155,3.5
nEMUUOvFB2Vi90uiF4rlCg,1,1,1,1,2,0,0,1,2.0,1,1,1,0,124,4.0
fmVKBldrSIgFPKigYcu1Uw,1,1,1,0,2,1,0,1,2.0,1,1,1,1,260,4.0
vodVvMALuQPScQJpLhfcyg,1,1,0,1,2,0,0,1,3.0,1,1,0,1,154,4.0
DEoWo84i_kf5juAQaGZPVw,1,1,1,0,2,1,0,1,2.0,0,0,1,0,195,2.5
ZPelfio4hB7EzLtN_tD5PQ,1,0,0,0,2,0,0,0,2.0,0,0,0,1,115,4.0
fzRxHv7XnnDqTmX25tVbJg,1,1,1,0,2,0,0,1,2.0,1,1,0,0,134,4.0
htVvtLIFftBLqzRISjReDw,1,1,0,0,2,0,0,1,3.0,1,1,0,0,214,4.0
gwYt_q3Ob7aQJIefIBsZiQ,1,1,0,0,2,0,0,0,1.0,0,0,0,1,776,4.0
tbmYBmGY9C_-A52rXyHloQ,1,1,1,1,2,1,0,1,1.0,0,1,1,1,394,4.0
EEGajOchS2BIZNvJcPK3uw,1,1,0,1,1,1,0,1,2.0,1,1,1,1,812,3.5
-9yq6bVqOn6Uywl9KhRToA,0,1,0,0,2,0,0,0,2.0,0,0,0,0,291,3.0
JJhnw7WJDuMHtK5i30EpGQ,1,1,0,1,2,1,0,1,2.0,1,0,0,1,175,3.5
4Hx-brYb86k4C1VSKPvj7g,1,1,1,0,2,1,0,1,2.0,0,1,1,0,154,4.0
Dpl8d6eXq-YnF5zEV1cwMw,0,1,1,1,3,0,0,1,1.0,1,1,1,1,250,4.0
1dX0u7zsjizDvatHEutHdQ,1,0,0,0,2,0,0,0,2.0,0,0,1,0,117,3.5
XJbTtaUgBCXZhhWt1_rYqA,1,1,1,0,2,1,1,1,1.0,0,0,1,1,137,2.5
ff3zdQxUHIilJKW0kPqkKw,0,1,0,0,2,0,0,1,2.0,1,1,0,1,214,4.0
ty5KQYqYRxwXDG_e4pz-4w,1,1,1,0,2,0,0,1,2.0,0,1,1,1,356,4.5
X3ixtoD0xjiVtxROlU_2wg,1,1,1,1,2,1,0,1,2.0,1,1,1,1,100,3.0
IiwgHkUbBt9Ha25H4dUtkw,1,1,1,1,2,1,1,1,2.0,1,1,1,1,258,4.5
Twcjx4ofM9GWwXN6LVGSzw,1,1,0,1,1,1,0,1,2.0,0,1,0,1,328,3.5
3L8D5tGJ4FzQQo6ZMvbVYg,1,1,1,0,2,0,0,0,2.0,0,0,0,1,163,4.5
jDQIKfsfJU3M8M6n0ESKFg,1,1,0,1,2,1,0,1,2.0,1,1,1,1,251,3.0
D5oYTE-sbkV2wurOWOGzjQ,1,1,0,1,2,1,0,1,3.0,1,1,0,1,263,4.0
qdd1DHfeKHE72_djJxCJdQ,1,1,1,0,2,0,0,1,2.0,0,1,1,1,186,3.0
h5a8aJ_Pd71JzUGFA-IaAg,1,1,0,0,2,0,0,1,3.0,1,1,0,0,595,4.5
JY9MHa3PdjIYp_D7E4GAIw,0,1,0,1,2,0,0,1,3.0,1,1,1,1,822,4.0
T1EKhweXQnRP3niBrBL7Ug,1,0,0,0,2,0,0,0,2.0,0,0,1,0,175,4.5
TZGcI88FepqA6A5ynDidQA,1,1,0,1,2,0,0,1,2.0,0,0,0,1,106,2.0
jeTvVMOR8W_04xFsPjzOEQ,1,1,1,1,2,1,0,1,2.0,0,1,1,1,142,3.5
ropJyZdmv6NeDU2Vz1I_Hg,0,1,0,0,2,0,0,0,2.0,0,0,0,0,107,4.5
K1eUYbkKkgOld0APMlsGlw,0,1,1,0,2,0,0,1,1.0,0,1,1,1,189,4.0
dZB5VuI4mCVRz8qQUwUgCg,0,1,1,0,2,0,0,1,2.0,1,1,1,0,129,3.5
R5snvISlx7L5rHBuE086XQ,1,1,1,0,2,1,0,1,1.0,0,0,1,0,105,3.5
yDWYuIDfXHckdJM5fxOb5g,0,1,0,0,2,0,0,0,4.0,0,0,0,1,125,4.5
CH3GQlTeeCdT51ddJAxwVg,1,1,0,1,1,0,0,1,2.0,1,1,1,1,204,4.0
bzyoY6HHZJS39fspg-6DrA,1,0,0,0,0,0,0,1,2.0,0,0,0,1,224,3.0
gv25mX4GkYnKaEq-TNNMnQ,0,1,0,1,2,1,0,1,2.0,0,1,1,1,371,3.0
jWv5GUtEp30OD5L5C8c2DQ,0,0,1,1,2,0,0,1,2.0,0,1,1,1,151,4.0
O3tT9S9vZixg1iwiKeWfuw,1,1,1,1,2,1,1,1,2.0,0,0,1,1,170,2.5
XxnQKE9jTD0bTE3LZ5NOtQ,1,1,0,1,2,1,0,1,2.0,0,1,1,1,183,2.5
avTIDv9lJHiNcg3mcwTxqg,1,1,1,1,2,0,0,1,2.0,1,1,1,0,251,3.0
HiEbnAhTv_EKlqqGWr0vVw,1,1,1,1,2,0,0,1,2.0,1,1,1,1,271,4.0
S6HTXcS97j173_btjN8w7Q,1,1,1,1,2,1,0,1,1.0,0,0,1,1,188,4.5
QHZw2L6LV1qmExNJbfhIsQ,1,1,1,0,3,1,0,1,1.0,0,0,1,0,100,4.5
TT2bNjvnVNFOanDNYnAffQ,1,1,1,1,2,1,0,1,2.0,1,1,1,1,233,3.5
bN9WeldcsIAowZ3p_ubZAA,1,1,1,1,2,1,0,1,2.0,1,1,1,1,323,3.5
59c3Cp-p5i18xFCKUuCkFQ,0,1,0,1,2,0,0,1,3.0,1,1,0,1,424,4.0
JXgIK23h2AKsNIn2De1VFg,1,1,1,0,2,0,1,1,2.0,1,1,1,1,129,3.5
ohEnmKpF7i2_ujme1p_vUQ,1,1,1,0,2,0,0,1,2.0,0,1,1,1,103,3.0
ugGqbJFuVs4pEyrvDS1TYQ,1,1,1,0,2,0,0,1,2.0,1,1,1,1,159,4.0
xcmmTXhuMx2fZF2Bt69F4w,1,1,0,1,3,0,1,0,1.0,0,0,1,1,105,4.0
kJl3l4fSa2spv_Mkhgogmg,0,1,0,0,2,0,0,0,2.0,0,0,0,1,247,4.0
ZCzey5aPhd7jYIoHsUfjmQ,1,1,1,1,2,1,1,1,2.0,0,1,1,1,121,4.0
g5l4vrFN03ob_zDDztDDjA,0,1,0,0,2,0,0,0,2.0,0,0,0,0,169,5.0
_2trMwFsh5-IqqEcQ-OLVA,0,1,0,0,2,0,0,0,2.0,0,0,0,0,106,4.5
Cl-xl1vTUwHeaGgBxzdTRA,1,1,1,0,2,0,0,1,2.0,0,1,1,1,873,4.5
ICrUihrSJeqKKkdqsf14KQ,1,1,1,1,2,0,1,1,1.0,1,1,1,1,128,4.0
1u4EvujoBP37oEL4SGLpgA,0,1,1,0,2,1,1,1,1.0,0,0,1,1,125,4.0
gVj_DdvHzbO8wosBMaWWuA,0,1,1,1,2,0,0,1,2.0,1,0,1,1,387,4.0
Ya9FMj-MWMkeMcog06N5bQ,1,1,1,0,2,1,0,1,2.0,1,1,1,1,183,3.5
bfK3fOfyFdRCLZzSrtzEMw,1,1,1,0,2,0,0,1,2.0,1,1,1,1,209,3.5
yt1HMXF-dUfUEZQQtv16Ew,1,1,0,0,2,0,0,0,2.0,0,0,1,0,175,4.0
PyTHy9VPOhBCiGLsi-PA2Q,1,1,1,0,2,0,0,1,2.0,0,0,1,0,198,4.5
33J20N99zoeTtwrhaWulfg,1,1,1,1,2,0,1,1,2.0,1,1,1,1,223,4.0
t6WY1IrohUecqNjd9bG42Q,1,1,0,1,2,1,0,1,2.0,1,1,1,0,216,3.5
08t3_HjbpLyPeuft6eoa5A,0,1,0,0,2,0,0,0,2.0,0,0,0,1,121,2.5
sPwh9yiJYeyAN4CBq_tUYg,1,1,1,0,3,1,0,1,1.0,0,1,1,1,168,4.5
Mv7N0bU56dhtoDP-m2JOow,0,1,1,0,2,0,1,1,1.0,0,1,1,0,143,3.5
BvTU8s3v-qfTtsSKV6Y16A,1,1,1,0,3,1,0,0,2.0,0,0,1,0,172,3.5
qL7oHKdDd4eM2NIE4SFYAg,0,0,1,1,2,0,1,1,2.0,1,1,1,0,109,4.5
cykzJbkgweJvZsvkrHMR7g,0,1,0,0,2,0,0,0,2.0,0,0,0,0,201,4.5
Un0QXKDscxlI_yi3u14ALA,0,1,0,0,2,0,0,0,2.0,0,0,0,0,162,4.5
pmoIMK8zGWvKsVOPDBYfzg,1,1,0,0,2,1,0,1,2.0,1,1,1,1,358,4.0
-b-waFIsc6BJdXWOJMRKEQ,1,1,1,0,2,1,1,0,2.0,0,1,1,0,233,4.0
8rlTOw0IA1TENURMBJpaXw,1,1,0,0,2,1,0,1,2.0,0,0,0,1,327,4.5
b4LmLgVdbhM-nc1IZc5Weg,0,1,0,0,2,0,0,0,2.0,0,0,0,0,118,5.0
L2iT7pipc455Tgpbo35_mw,1,1,1,1,2,1,0,1,2.0,1,1,1,1,132,4.5
Pw10DEfA59lebBK1oHzLTw,1,1,0,0,2,0,0,0,3.0,0,0,0,1,262,3.0
BwuyBsShSQwO3_-SvW6fRA,1,1,0,0,2,0,0,0,2.0,0,0,0,0,177,3.0
nrOxXGd3Vx6iz5xuIJT8cw,1,1,0,0,2,1,0,0,1.0,0,0,1,1,369,3.5
y8d90Pt16Nip-B5UXWBP-w,1,1,1,1,3,1,0,1,2.0,0,1,1,1,110,4.5
o5ftMib2dp12c2vqgA5LUg,1,1,0,0,2,1,0,0,1.0,0,0,1,0,126,4.0
kxo3Zz_JIEUGkJHl9kUiKg,0,1,1,0,2,0,0,1,1.0,0,0,1,1,100,3.0
tlZmJBQ9UWkaI0Zce_KFhg,1,0,0,0,2,0,0,0,1.0,0,0,1,1,109,4.5
RpKJ1uDiuXbc8vtMGOofJg,1,1,1,0,2,0,0,1,2.0,0,1,1,1,261,4.0
6W20fKnjqPTSU2irnSVmSQ,0,1,0,0,2,0,0,0,2.0,0,0,0,0,102,2.5
pxv5jBUOgsg6Rf6Z88e4mg,1,1,0,1,2,0,0,1,2.0,1,1,1,1,275,3.5
4p-yipDI4ax4BrkGuVSfiA,0,1,0,0,2,0,0,0,2.0,0,0,0,0,233,1.5
D4BWyStFZzA7k8hqDmnyFw,1,1,1,1,2,0,0,1,2.0,1,1,0,0,243,4.5
Nm1pBGkT5euNOn29JHwXrQ,1,1,1,0,2,0,0,0,2.0,0,0,0,0,833,3.5
IfdwBSEuDK3fKvVHVX9k0A,0,1,1,0,2,1,0,1,3.0,1,1,0,1,247,4.0
3jy3CXO6gVEat4uB-E2msA,1,1,1,0,2,1,0,1,1.0,0,0,1,0,462,3.5
nF5TXLMmC6IJgQxE9CEZPw,1,1,0,0,2,0,0,0,2.0,0,0,0,1,118,2.5
t24NEAmx2PBVvC84lQmXwA,1,1,1,0,1,1,0,1,2.0,0,0,1,1,184,4.0
_TRbETlhqQq0OLzWbAPkvA,1,1,1,1,2,0,1,1,1.0,0,0,1,1,115,3.5
zWOFKsBDFTYfU4Mp6lONTA,0,1,0,0,2,0,0,0,2.0,0,0,0,0,147,1.0
gdWy-x5KbCbMrwIwI87mMg,1,1,0,1,2,1,0,1,2.0,1,1,1,1,146,4.0
YuiM5VKscO8rS1EX7f19_g,1,1,1,1,2,0,0,1,2.0,0,1,1,1,157,3.0
G7LYpILnHveyvbg3sJePPw,0,1,1,1,2,0,0,1,2.0,1,1,1,1,476,2.0
zBD6zc8YU-TA0_KJmN1tpA,0,1,0,0,0,1,0,1,3.0,1,1,0,1,544,3.0
XNWXyFgCGaAwvg9QML2Ypw,1,1,1,0,2,1,0,1,2.0,1,1,1,1,194,4.0
7ABOYoF6DeUnX-jTYH14wA,0,1,0,0,2,0,0,0,2.0,0,0,0,0,107,3.0
slx9qstc2U2Tc4s7dzbbBg,0,1,1,1,2,1,0,1,1.0,0,1,1,1,112,4.0
ZtJ6sTq7-5rL9ORUtQJHAQ,1,0,1,0,2,0,1,0,2.0,0,0,1,0,170,4.0
UTXNr62dGSK-tet8OeXUcQ,0,1,0,0,2,0,0,0,2.0,0,0,0,0,138,3.0
m1LOUjVzAAoCS61BTL5i5g,1,1,1,1,2,1,0,1,2.0,0,1,1,1,286,3.5
478TIlfHXfT3wvww54QsPg,1,0,1,0,1,0,0,1,1.0,0,1,1,1,355,3.5
VeHqcEfR_-v2-bSvNYFgNA,1,1,0,0,2,1,0,1,2.0,1,1,1,1,607,4.0
Xg_eCdx99z5Y1oTLimniOw,1,1,0,1,2,1,0,1,2.0,1,1,1,1,353,3.5
g9W6_FSI-jk_1M3xM5jv-Q,1,1,1,0,2,0,0,1,3.0,1,1,0,1,187,3.5
dcOTPSL_XZvJn_Jjm6bDYA,1,1,0,0,2,0,0,0,2.0,0,0,1,1,207,4.5
4OUGSeQeASZGn9nSb8Ialg,1,1,1,0,2,0,0,1,2.0,1,1,1,1,141,4.0
SDSDJp-d_qUibvLF2FfsCQ,0,1,0,0,2,0,0,0,2.0,0,0,0,0,222,5.0
OzRGWW5R05kC0pQyUHX3lg,1,1,1,1,2,1,0,1,1.0,0,0,1,1,623,3.5
LjTK9yifZBHgj2HZn8Znww,1,1,1,1,2,1,0,1,2.0,1,1,1,1,264,4.0
4IN-mVYkAObHqBqcedb2Tw,0,1,0,0,2,0,0,0,3.0,0,0,0,1,282,3.5
WG3zvUktE1l3llwq3PPVVg,0,1,0,0,2,0,0,0,2.0,0,0,0,1,760,3.0
hLtXKwl14d2cNKj2OxJNdQ,0,1,1,1,2,0,0,0,2.0,0,1,1,0,145,2.5
Gr-2oBg4XyduSKbvnE-i9g,1,1,1,1,2,1,0,1,2.0,1,1,1,1,190,3.0
u-SvRRAfYgpbXZRfQgcTzA,1,1,0,1,2,1,0,1,2.0,0,1,1,0,161,3.5
A7jbtXYFAZhErOW7xIQinA,0,1,1,0,3,0,0,1,2.0,1,1,1,1,119,4.0
F-bdXFkJwwENiNpMTG2ntQ,1,1,1,0,2,0,0,1,2.0,1,1,1,1,109,4.0
afTRHJ-fvtfADzq94Qk0Sw,0,1,0,0,2,0,0,0,2.0,0,0,0,0,115,4.0
_kb6GT4qawjwq47OsQ52xw,0,0,0,0,2,0,0,0,2.0,0,0,0,0,235,3.5
gfb4FMhOC-H-pzqu3HHVqQ,0,1,1,1,2,0,1,1,2.0,0,0,1,1,305,3.0
nPUpgGY9Kb5kikxo7J7nfw,0,1,0,0,2,0,0,0,2.0,0,0,0,0,243,3.0
8-SJUxVjWRb-qZ9KqMe2Ow,1,1,0,1,2,1,1,1,2.0,1,1,1,1,250,4.0
o9IvrLWtTt5lCYqO-uiJLg,1,1,0,1,1,0,0,0,1.0,0,0,1,1,132,4.0
bRR4gsjHv0F_RnRGjQBqlg,1,1,0,1,2,1,0,1,2.0,0,1,1,1,370,3.5
VrKja5O6w0aJs-sFPMTtVw,1,0,1,0,2,1,0,1,1.0,0,0,1,1,226,3.5
WM4D3auXZu8TV48IsWHYNQ,1,1,1,1,2,0,0,0,1.0,0,0,1,0,116,4.5
8-8btzuYZCqEVOPwk0YYfA,0,1,0,0,2,0,0,0,1.0,0,0,0,0,393,3.0
oyh1CYVHDiAyDtF-ug8y3w,0,1,1,0,3,1,1,1,1.0,0,0,1,1,100,4.5
IALVdIEdp8n6aJed1hBGhg,1,1,1,1,2,0,1,1,2.0,1,1,1,0,203,3.0
lOQPeguczAueJnLmDUTfGg,1,1,1,0,2,0,0,0,2.0,0,0,0,1,153,4.5
8RdsWc09Scotx4YD1GgPKg,1,1,1,0,1,0,0,1,1.0,0,0,1,0,125,2.5
mLg4FenOcHpXZnW67QrVxw,1,1,0,1,1,0,1,1,2.0,1,1,1,0,313,3.0
8mIrX_LrOnAqWsB5JrOojQ,1,1,1,1,2,1,1,1,2.0,1,1,1,1,134,3.0
Ouh38adC9WbCRSSyYGtL3Q,1,1,1,0,2,1,0,1,1.0,0,0,1,1,414,3.5
HyKxWC9PrqlODjO-CBCIZA,0,1,0,1,2,1,0,1,2.0,1,1,1,1,1303,3.5
Xe6TgtEdNXXkVo3NufocLA,1,1,0,0,1,0,0,1,3.0,1,1,0,0,332,4.0
YfeTH4jtz_gpWz0QRYJFnQ,1,1,1,1,0,1,0,1,2.0,1,1,1,1,218,3.5
BOQOuwSNhfKx1xvKtONsBg,1,1,0,1,2,1,0,1,2.0,1,1,1,0,257,2.5
eVJGuoslmQyurMlIgc6MiQ,0,1,1,1,2,0,0,1,2.0,1,1,1,1,1556,4.0
1oNL56rWwMdUDTb_SWKpkg,1,1,0,0,2,0,0,0,1.0,0,0,1,1,101,4.0
h6Y1-KfN2XBkcrV85CS8yg,1,1,0,0,2,0,0,0,1.0,0,0,1,1,181,4.5
Jy6ru0Hz-9Yc5v006-YmUQ,1,1,1,0,2,1,0,1,1.0,0,0,1,0,109,4.0
LQI8R7yYXmWzWKd7wLCf2Q,1,1,1,1,2,1,0,1,1.0,0,0,1,1,610,4.5
VzekjBEdqFdJsXEOWInA1A,1,1,1,0,3,1,0,1,1.0,0,0,1,0,172,2.0
CNPnbJlMmCx08geOvDmH7A,0,1,1,1,2,0,0,1,2.0,1,1,1,1,414,4.5
rqLksDzegxNXMWwZk3eZnQ,1,1,0,0,1,0,0,1,2.0,1,1,1,1,241,3.5
IG8nu82ybIyAuf8pZHcV5w,1,1,0,0,2,0,0,0,2.0,0,0,0,1,115,4.5
tstimHoMcYbkSC4eBA1wEg,0,1,0,0,2,0,0,0,2.0,0,0,0,0,116,2.5
_euNvs0P14284FXN1vZ_Pw,0,0,1,1,1,0,0,1,2.0,0,1,1,0,358,3.0
82I9SSilxh3zL8F1UQ45Xw,1,1,0,0,2,0,0,0,1.0,0,0,0,1,102,4.0
MXC9pwIxovWUc9yu1F8OxA,0,1,0,0,2,0,0,0,2.0,0,0,0,1,274,4.5
ZrHU8ZzwZQjTRpB1K_8JTQ,1,1,0,1,2,0,0,1,2.0,0,1,1,1,313,4.0
hRuJImoZk7U4AnIeqZSQmQ,1,1,1,1,2,0,0,1,2.0,1,1,1,1,408,4.0
26Uk74dNTGysPq2ceaj2OA,1,1,1,1,2,0,0,1,2.0,1,1,1,1,184,3.5
PebX-Sf_h4FJGgsRAA5Fng,0,1,1,1,1,0,0,1,2.0,0,0,0,0,330,3.0
XgsIf7s2zM-cC29WUD-NZQ,1,1,1,0,3,1,0,1,1.0,1,1,1,0,113,4.5
QL1JuHoXQuQnDhbbxn6rAw,1,1,1,1,2,0,0,1,2.0,1,1,1,0,601,3.5
gmGHRByX_Z1iJenUuaW0kw,1,1,1,1,2,1,0,1,2.0,0,1,1,1,123,3.0
CQDJ2y9sLxc0HfwNO5R3Ew,1,1,1,1,2,1,0,1,2.0,0,1,1,0,245,4.5
SkG_g2OXQENIojm0Gz6YJg,1,1,1,1,2,1,0,1,1.0,0,0,1,1,115,4.0
a0v7Si0DK4cIko7AQY4YXg,1,1,1,0,1,1,0,1,2.0,1,1,1,0,106,3.5
82fdk8YOZ67hl_t66BydzA,0,1,0,0,2,0,0,0,2.0,0,0,0,0,312,2.0
